,id,external_id,upload_id,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,elev_high,elev_low,type,start_date,start_date_local,timezone,start_latlng,end_latlng,achievement_count,kudos_count,comment_count,athlete_count,photo_count,total_photo_count,map,trainer,commute,manual,private,flagged,workout_type,average_speed,max_speed,has_kudoed,gear_id,kilojoules,average_watts,device_watts,max_watts,weighted_average_watts
10,294012063,43FA84AB-0855-49B7-A77A-4C576A2F27CB,332543032.0,{'id': 8583263},Afternoon Ride,9819.7,1818,2006,33.3,61.0,30.4,Ride,2015-04-28 07:44:09+00:00,2015-04-28 17:14:09+00:00,(GMT+09:30) Australia/Adelaide,"[-34.93, 138.6]","[-34.88, 138.63]",4,1,0,1,0,0,"{'id': 'a294012063', 'polyline': None, 'summary_polyline': 'zcftEmw|lYsCyhAoJlBqaAjCwk@nR_Dc@uHuLdGqMc@gGcCgEwLx@cC}Cy@mIsUqJmGVaD~BoON{@kBlDmF\\mDcAaFiBoAkEpAyNk@gTuOgB{HfBaTiLgGgHq@_FyM{@{JuIgM'}",False,False,False,False,False,0.0,5.401,13.5,False,,190.4,104.7,False,,
11,294433808,324AF21B-481B-442B-AD52-B7300765807B,333025852.0,{'id': 8583263},Morning Ride,11511.5,1987,2050,27.2,61.7,30.5,Ride,2015-04-28 21:27:26+00:00,2015-04-29 06:57:26+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.94, 138.6]",1,0,0,1,0,0,"{'id': 'a294433808', 'polyline': None, 'summary_polyline': 'xy|sEsncmYxB|AgArCjGbNdVhHiC|TtCvHzRbNnVk@hA|AlAzFkAtH}CrBt@~AvPn@hCoBfIEjE|D`LxAzBnHy@tAlArAlExA~JsApGxMeCzHqCvB|BnF~G~FrP}DvLuF[qBvHqBz[C_@gBtl@a@rNuBGcS|CjwApD?KrB'}",False,False,False,False,False,0.0,5.793,18.0,False,,220.0,110.7,False,,
12,294570073,88A4EDFB-2892-4979-9F88-2EBDA101757A,333179480.0,{'id': 8583263},Lunch Run,5632.8,1871,1891,11.6,62.5,45.5,Run,2015-04-29 02:49:15+00:00,2015-04-29 12:19:15+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.94, 138.6]",9,0,0,1,0,0,"{'id': 'a294570073', 'polyline': None, 'summary_polyline': 'zfftEu{}lYpEJh@xDnJmMeDeFvBgE_B{OiE{DhD}N`A}Mo@oC{FkE_CBwDiHqh@xBzg@kB`CbHxF|A|AjG}A~LtEeCwAxCUvGdDpB|DfINlD_BzCnElG{HjJ'}",False,False,False,False,False,0.0,3.011,13.9,False,,,,,,
13,294631897,3211453C-6C77-4AFC-B224-6847B1A25BCF,333259398.0,{'id': 8583263},Afternoon Ride,7787.7,1303,1372,22.2,67.5,47.9,Ride,2015-04-29 07:13:50+00:00,2015-04-29 16:43:50+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.92, 138.63]",0,0,0,1,0,0,"{'id': 'a294631897', 'polyline': None, 'summary_polyline': 'xiftEoy|lYzDlNEhFwBROiBtB_MgBwC]{IaFoGaCuIChFpBwF}AyH{A~@z@}CiAnGxA_AcDsK^tAb@uGm@x@IiGsIUq@iBSjAdJ^ik@lAs@e]`AgX_A{NuIqKsGqEeG{@gAqD}B_AgA}TxIj@iBqb@iBuIS_GbAkDeBGnAbA_BfADtBY{@'}",False,False,False,False,False,0.0,5.977,28.8,False,,153.5,117.8,False,,
14,294662785,C15CCC15-B5E7-4EEC-B478-D51C64B03960,333293386.0,{'id': 8583263},Evening Ride,6962.3,1013,1033,10.5,71.2,44.1,Ride,2015-04-29 08:56:53+00:00,2015-04-29 18:26:53+00:00,(GMT+09:30) Australia/Adelaide,"[-34.92, 138.64]","[-34.88, 138.63]",0,0,0,1,0,0,"{'id': 'a294662785', 'polyline': None, 'summary_polyline': '|xbtEcidmYkBYdTkD{IhEeAaCoO|@}BpBoYAiDzBaMb@iH`MCgUZbGc@_A{CrX_RkQqCfFiXcSiEnOgNaFsChDqCe@qNpWcJnJsJiM'}",False,False,False,False,False,0.0,6.873,17.2,False,,110.0,108.6,False,,
15,295063859,BBB26CF1-4C3F-4270-9A46-E7A394B16801,333753652.0,{'id': 8583263},Morning Ride,5976.2,984,1073,10.9,57.7,39.4,Ride,2015-04-29 22:02:26+00:00,2015-04-30 07:32:26+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.92, 138.63]",0,0,0,1,0,0,"{'id': 'a295063859', 'polyline': None, 'summary_polyline': 'fw|sEcgcmYxPdWvCfOnBe@`i@tz@ti@ws@|`@e_@dJkFzViLlAva@'}",False,False,False,False,False,0.0,6.073,8.9,False,,94.6,96.1,False,,
16,295114363,B7A9E610-8E87-416F-9E24-14F6C153A4B2,333809357.0,{'id': 8583263},Morning Ride,4807.8,870,1155,11.0,59.1,47.5,Ride,2015-04-29 23:48:06+00:00,2015-04-30 09:18:06+00:00,(GMT+09:30) Australia/Adelaide,"[-34.92, 138.63]","[-34.94, 138.6]",0,0,0,1,0,0,"{'id': 'a295114363', 'polyline': None, 'summary_polyline': 'bnbtEunbmYVvUjd@w@tQxRnA|FJvi@~s@oBhCtxAxDIYjBl@Q'}",False,False,False,False,False,0.0,5.526,11.4,False,,89.2,102.6,False,,
17,295257717,86395438-7C4B-44B3-99A8-5AF2617EF6EC,333979045.0,{'id': 8583263},Afternoon Ride,8747.8,1538,1586,31.3,61.3,30.1,Ride,2015-04-30 07:53:17+00:00,2015-04-30 17:23:17+00:00,(GMT+09:30) Australia/Adelaide,"[-34.93, 138.61]","[-34.88, 138.63]",4,0,0,2,0,0,"{'id': 'a295257717', 'polyline': None, 'summary_polyline': 'r}etEka_mYqG~AobAjCkl@~RoD_@cH{LhGuLMqFaD{FwKlAuC{CcAkJ}TsIo]~CaAwCxDgFX_DkBcGkWJkTePcBsHfCcSoL_HcIYiF{Ow@mJkIwL'}",False,False,False,False,False,0.0,5.688,11.2,False,,173.6,112.9,False,,
18,295741831,38E1F7B1-CC72-4CA8-96E4-AA463C720FCF,334538485.0,{'id': 8583263},Lunch Run,5474.8,1799,1799,16.9,59.3,42.0,Run,2015-05-01 02:10:21+00:00,2015-05-01 11:40:21+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.88, 138.63]",7,0,0,1,0,0,"{'id': 'a295741831', 'polyline': None, 'summary_polyline': 'zy|sE{`dmYrIdMl@jIhFzOdG\\~MhGwBpWnA|DxHlGwJaLzAyXqLcGsHaAaF{No@oJiIkL'}",False,False,False,False,False,0.0,3.043,5.9,False,,,,,,
19,297649283,6DAABDB2-F75F-47E9-8272-9AE926991988,336784396.0,{'id': 8583263},Morning Ride,9083.8,1488,1711,26.4,61.3,30.6,Ride,2015-05-03 21:56:53+00:00,2015-05-04 07:26:53+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.93, 138.61]",12,0,0,1,0,0,"{'id': 'a297649283', 'polyline': None, 'summary_polyline': '|y|sE{`dmYlIvLv@dJxEtNzIjArK~FqBhTrC|IlRxMhXFbBfGoAjGgCvBj@pCjOOtDoCzGGbHzElLrCx@nIrC`D~Gx@hByB`CtDr@`H{FbN~GtKrC^rk@aSt~@gBfNaC_AwR'}",False,False,False,False,False,0.0,6.105,14.7,False,,168.3,113.1,False,,
20,297653159,715D4AA0-C295-4BFA-85A7-F9A2FE009CC9,336788900.0,{'id': 8583263},Morning Ride,1482.8,312,354,0.0,55.9,49.0,Ride,2015-05-03 22:27:21+00:00,2015-05-04 07:57:21+00:00,(GMT+09:30) Australia/Adelaide,"[-34.93, 138.61]","[-34.94, 138.6]",0,0,0,1,0,0,"{'id': 'a297653159', 'polyline': None, 'summary_polyline': 'z|etEsu_mYdA~C`CrrA~DI@~A'}",False,False,False,False,False,0.0,4.753,11.9,False,,28.6,91.8,False,,
21,297743731,396D1AC0-50E2-4A1B-B2D5-8AA47A018C6E,336895103.0,{'id': 8583263},Lunch Run,5663.7,1953,1958,11.1,62.3,46.4,Run,2015-05-04 02:52:45+00:00,2015-05-04 12:22:45+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.94, 138.6]",4,0,0,1,0,0,"{'id': 'a297743731', 'polyline': None, 'summary_polyline': 'fnftEoo}lYvPeTiE}F|A}CoCwPyDsD`EcSi@wMqK_DsD}Gsh@hB`i@kBfDfHdLhD^dMgEdSbElDnB`PuApDvExFsPbT'}",False,False,False,False,False,0.0,2.9,4.6,False,,,,,,
22,297808731,F191481B-A851-498C-96CA-C488BB28C0AD,336978220.0,{'id': 8583263},Afternoon Ride,9924.8,1810,1875,45.4,61.3,31.1,Ride,2015-05-04 07:43:07+00:00,2015-05-04 17:13:07+00:00,(GMT+09:30) Australia/Adelaide,"[-34.93, 138.6]","[-34.88, 138.63]",6,0,0,1,0,0,"{'id': 'a297808731', 'polyline': None, 'summary_polyline': 'xcftEmv|lYeCqjAoOfCm|@vBol@~RkCm@uFoEyAeFzGmMk@sFwCoFqKpAuCcD^sCaAuDqVkJc[fEoBmC~DiHLsFwAeCqX[{RcNgC{IlBoIPiIyVcJaEuL_AeKyIeM'}",False,False,False,False,False,0.0,5.483,13.4,False,,200.0,110.5,False,,
23,298855375,71258A08-1678-400A-BF3E-BE2E5281C17C,338178201.0,{'id': 8583263},Morning Ride,10025.0,1773,1851,26.5,61.3,30.6,Ride,2015-05-05 20:51:20+00:00,2015-05-06 06:21:20+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.94, 138.6]",6,0,0,1,0,0,"{'id': 'a298855375', 'polyline': None, 'summary_polyline': 'tz|sEe`dmYdIdMj@vI|EhNzGl@fMlGuB`UfBvGdTpOfXJpAvFy@tFoCdD|@hCj^gD|FhFrKvAnA|IdDnD`KiA`D`GRbFiBnGiDzDhInLlCf@~k@cSldAmCjHaBfBncAzEEW~A'}",False,False,False,False,False,0.0,5.654,16.1,False,,189.1,106.6,False,,
24,299097034,68133CEC-5DCF-4920-A7EF-83FD3E9D67B5,338451326.0,{'id': 8583263},Evening Ride,10042.6,1857,1977,44.3,61.3,30.7,Ride,2015-05-06 08:38:43+00:00,2015-05-06 18:08:43+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.88, 138.63]",3,0,0,1,0,0,"{'id': 'a299097034', 'polyline': None, 'summary_polyline': 'rjftE{y|lYkFlAsBeiAcGLQnAkdAtCel@xRgDk@uHyKhGiM[wGuC}EsKbA{CcD\\iB_BkFeLgCeHqEiGLsCxBgPPm@gCdDeEf@_EsA}EiXc@gT{OkBcGdBcVoUwH_FqMaAwKiIoL'}",False,False,False,False,False,0.0,5.408,12.0,False,,179.8,96.8,False,,
25,302187114,5989FC35-095C-4EAD-9389-1103A334E6E8,341960345.0,{'id': 8583263},Lunch run,5690.7,1927,1927,11.2,62.6,46.4,Run,2015-05-11 02:45:49+00:00,2015-05-11 12:15:49+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.94, 138.6]",9,0,0,1,0,0,"{'id': 'a302187114', 'polyline': None, 'summary_polyline': 'hoftEsp}lYhO{RgE}FxAsDeCqPsDuCvDuSU}LoLoDaDaH_i@dBxh@oBfD|GbLvDz@nCQxHeEdShErDrBbNsA~ErEbGwPzS'}",False,False,False,False,False,0.0,2.953,4.3,False,,,,,,
26,302693757,AA9448C2-A238-4A8B-9BD4-4DDB95F9C147,342529472.0,{'id': 8583263},Morning Ride,9894.0,1717,1870,26.9,61.3,30.3,Ride,2015-05-11 21:53:44+00:00,2015-05-12 07:23:44+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.94, 138.6]",6,0,0,1,0,0,"{'id': 'a302693757', 'polyline': None, 'summary_polyline': 'zz|sEo`dmYpHzKbApKxExMxUrIiBdT`B~GlTdPhWBhBfGw@hFuC|C`ApCdOYtCeCbHQxGpEjLdCfAvJpB|BlLy@pDhGJvEkGzMbHhKnC|@~k@qS|dAaCd@oAdGOnBfcAxDCHrA'}",False,False,False,False,False,0.0,5.762,11.7,False,,191.3,111.4,False,,
27,302791824,7C5C44B1-20E9-4686-A40B-81E0043BB702,342636964.0,{'id': 8583263},Lunch Ride,1861.4,384,524,0.0,59.6,49.0,Ride,2015-05-12 03:03:04+00:00,2015-05-12 12:33:04+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.93, 138.61]",0,0,0,1,0,0,"{'id': 'a302791824', 'polyline': None, 'summary_polyline': 'fjftEez|lYaBxBaCIwA}x@_n@bB'}",False,False,False,False,False,0.0,4.847,8.9,False,,42.1,109.7,False,,
28,302876126,2C1DCDC0-D825-4B14-B41A-39B375E1295E,342730264.0,{'id': 8583263},Afternoon Ride,9979.4,1760,2092,33.8,61.2,31.7,Ride,2015-05-12 07:38:17+00:00,2015-05-12 17:08:17+00:00,(GMT+09:30) Australia/Adelaide,"[-34.93, 138.6]","[-34.88, 138.63]",3,0,0,1,0,0,"{'id': 'a302876126', 'polyline': None, 'summary_polyline': 'tcftEmv|lYaCyjA}OnCc|@vBgl@zRuCs@wHkKfGuOw@_GmCuDgKjAyBuBkBwKgJiBcI_FkHF{CjCkOTqAyB`EuFp@}DgBiFwX[uRiN}BaG|AsVwKoG{Hq@oEqMmAuLoIoK'}",False,False,False,False,False,0.0,5.67,12.2,False,,203.7,115.7,False,,
29,303339557,5F7E41E3-93CD-4D33-90F7-AB63F95314BB,343246978.0,{'id': 8583263},Morning Ride,8771.3,1536,1686,25.5,61.3,31.8,Ride,2015-05-12 21:48:09+00:00,2015-05-13 07:18:09+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.93, 138.61]",3,0,0,1,0,0,"{'id': 'a303339557', 'polyline': None, 'summary_polyline': '`{|sE}_dmYbIfLh@rJ`FvMtUbIsBlSjCtIxTzOlT[lBvAf@vF{ExI`ApBza@gBbFvEpCo@rExBpA|Fg@`BnCdC~Kc@hBjBlAdCAbFaGhNvH`KhDt@lj@sR~}@cDIxMyBv@'}",False,False,False,False,False,0.0,5.71,14.8,False,,183.6,119.5,False,,
30,303461321,21FDFF04-FBB4-4D03-8654-D7F031CE1494,343381593.0,{'id': 8583263},Lunch Run,6284.2,2083,2083,24.1,62.2,46.5,Run,2015-05-13 02:41:27+00:00,2015-05-13 12:11:27+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.94, 138.6]",8,0,0,1,0,0,"{'id': 'a303461321', 'polyline': None, 'summary_polyline': '|oftE_q}lY|NiRiEeG~AiDaCePgE}DpE{Sm@qLwKgDuDyG_i@zAjAcFzMsH~FjITdCdO_@vDdH|KfD`@fLcExSbE|DtBfNyAnFpEtFiM`PcAoI_B?v@|M'}",False,False,False,False,False,0.0,3.017,4.5,False,,,,,,
31,303548108,6DFF8E6D-AAF8-44E3-B3CF-A632A75DE6A2,343478294.0,{'id': 8583263},Afternoon Ride,9819.6,2091,2357,35.5,62.5,32.2,Ride,2015-05-13 07:34:08+00:00,2015-05-13 17:04:08+00:00,(GMT+09:30) Australia/Adelaide,"[-34.93, 138.6]","[-34.88, 138.63]",0,0,0,1,0,0,"{'id': 'a303548108', 'polyline': None, 'summary_polyline': 'tcftEav|lYgBsy@_t@xBs@{MeWv@_]xK_NeHiBcFg@eLu@lEW}DsDwG}JnAcDwDTgCkCaFkJqAgHmFkG\\{DfCgN`@kA{CzDiF\\}DeBoEoYC`@{@kR{LwC}E~BoW}LgHyHaAwEgNe@gKiJaL'}",False,False,False,False,False,0.0,4.696,12.8,False,,195.7,93.6,False,,
32,304021932,8A718B23-DA4A-4F20-BDFD-1EDA7F5B552A,344008974.0,{'id': 8583263},Morning Ride,9885.0,1799,1849,27.0,61.3,29.9,Ride,2015-05-13 21:41:36+00:00,2015-05-14 07:11:36+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.94, 138.6]",5,0,0,1,0,0,"{'id': 'a304021932', 'polyline': None, 'summary_polyline': 'p{|sEg_dmYxGxJt@xJ`FbNnUbIgBbUvB`HdT|O`XNtA|F{@|EsCrC|@|C`OW|CgCfHIpHzEdKrBjA~HzCzDjKy@zCvEPpG}FfMxHpLdCd@fj@eSreAmCr@qAbGOzBjcA|DGB~A'}",False,False,False,False,False,0.0,5.495,12.7,False,,195.0,108.4,False,,
33,304209670,3AC9F967-B299-427D-89C5-4FD63D42C046,344220573.0,{'id': 8583263},Afternoon Ride,10002.9,1842,2075,34.1,61.3,30.6,Ride,2015-05-14 07:33:25+00:00,2015-05-14 17:03:25+00:00,(GMT+09:30) Australia/Adelaide,"[-34.93, 138.6]","[-34.88, 138.63]",3,0,0,1,0,0,"{'id': 'a304209670', 'polyline': None, 'summary_polyline': 'ddftEmv|lYa@uTcAeAs@as@uGfCcdAbC}k@~RaDe@mHkL`GyMYyE}CmG}KzAoC{DRkCcCiFeI}@kJ}FoXbEcDyASgBhEmGO{F{B}BoGlAcMm@yTwOsBeIdB}TiUaHuEgN_AmJwIsL'}",False,False,False,False,False,0.0,5.43,13.3,False,,204.5,111.0,False,,
34,304781293,147FA6A6-963F-4125-AF7A-45BBD7507BA7,344866690.0,{'id': 8583263},Lunch Run,7017.2,2252,2258,22.5,62.3,46.3,Run,2015-05-15 02:44:42+00:00,2015-05-15 12:14:42+00:00,(GMT+09:30) Australia/Adelaide,"[-34.94, 138.6]","[-34.94, 138.6]",9,0,0,1,0,0,"{'id': 'a304781293', 'polyline': None, 'summary_polyline': 'rpftEwr}lYbNmQeEmFbCoDiDyOcEsD|D{SWmLuK{D_EeH{h@zAjA}EvTuRp@dXhOk@jD`H`KjChApDEpHcEnSnD`DbBfJZrEsAbDvE|FyM~OkA_JuAj@VvGpBg@WaGeBKj@zIdAg@@_E'}",False,False,False,False,False,0.0,3.116,4.8,False,,,,,,
35,353305928,0EA7C51A-5036-4F0B-8767-E246C284D724,400061982.0,{'id': 8583263},Morning Ride,8382.0,1400,1479,30.1,62.9,43.7,Ride,2015-07-24 22:56:21+00:00,2015-07-25 08:26:21+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.88, 138.63]",0,1,0,1,0,0,"{'id': 'a353305928', 'polyline': None, 'summary_polyline': 'dw|sE}fcmYzH|KjAe@pp@ebAyGaSgVnNyTbCaq@dXtGlX`CoAlEzFbYeY~H`Mv@vIvFzOoF}McA_LgI}L'}",False,False,False,False,False,0.0,5.987,9.8,False,,143.7,102.6,False,,
36,355481261,26258773-8AAC-4C1E-9B28-73052CF26630,402334302.0,{'id': 8583263},Morning Ride,9942.1,2156,2649,27.1,61.3,29.8,Ride,2015-07-27 22:07:53+00:00,2015-07-28 07:37:53+00:00,(GMT+09:30) Australia/Adelaide,"[-34.88, 138.63]","[-34.94, 138.6]",0,0,0,1,0,0,"{'id': 'a355481261', 'polyline': None, 'summary_polyline': 'lz|sEo`dmYzHxL|@|IdFhOhG`@nMfGmBzQjBvJnR|MDpA`EaAjJlBdFoAbCrCUhHmDvEbAjC~MB|DmCrHEhG|EfMrCb@fHpBnCzMD|BhEZ~EmGhNtHfMtp@iSf}@mBpN}BdCvcA|DEFbA'}",False,False,False,False,False,0.0,4.611,13.3,False,,186.4,86.4,False,,
